CYCLE,ORGID,ORGNAME,TOTAL,INDIVS,PACS,SOFT,TOT527,DEMS,REPUBS,LOBBYING,OUTSIDE,MEMS_INVESTED,GAVE_TO_PAC,GAVE_TO_PARTY,GAVE_TO_527,GAVE_TO_CAND,SOURCE
2020,D000093861,Petroquest Energy,5822,5822,0,0,0,43,5779,0,0,0,0,3298,2524,0,www.opensecrets.org/orgs/summary.php?id=D000093861
2020,D000055743,ProQuest LLC,118501,106131,0,12170,200,102650,1909,0,0,0,0,15930,88885,200,www.opensecrets.org/orgs/summary.php?id=D000055743
2022,D000028499,Quest Diagnostics,173861,48971,124000,890,0,94353,78313,440000,0,0,750,15846,153615,0,www.opensecrets.org/orgs/summary.php?id=D000028499
2022,D000091310,Quest Food Management Services,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,www.opensecrets.org/orgs/summary.php?id=D000091310
2022,D000092440,Quest Imaging Medical Assoc,3000,3000,0,0,0,0,3000,0,0,0,0,0,3000,0,www.opensecrets.org/orgs/summary.php?id=D000092440
2020,D000063022,Quest Integrated,110,110,0,0,0,110,0,0,0,0,0,0,110,0,www.opensecrets.org/orgs/summary.php?id=D000063022
2022,D000087131,Quest Management Group (Florida),3725,3225,0,500,0,3225,0,0,0,0,920,2625,600,0,www.opensecrets.org/orgs/summary.php?id=D000087131
2022,D000087132,Quest Management Group (Maryland),12500,12500,0,0,0,4500,8000,0,0,0,0,0,12500,0,www.opensecrets.org/orgs/summary.php?id=D000087132
2020,D000036908,Quest Media & Supplies,350,350,0,0,0,100,250,0,0,0,0,0,350,0,www.opensecrets.org/orgs/summary.php?id=D000036908
2020,D000055856,Quest Software,37054,34034,0,2950,70,29051,4363,0,0,0,0,2543,30942,70,www.opensecrets.org/orgs/summary.php?id=D000055856
2020,D000055857,Quest Turnaround Advisors,1000,1000,0,0,0,1000,0,0,0,0,0,0,1000,0,www.opensecrets.org/orgs/summary.php?id=D000055857
2014,D000028500,Questar Corp,14371,12371,2000,0,0,1600,12771,80000,0,3,0,5371,9000,0,www.opensecrets.org/orgs/summary.php?id=D000028500
2018,D000055858,Questcor Pharmaceuticals,16200,16200,0,0,0,10800,5400,0,0,0,0,0,16200,0,www.opensecrets.org/orgs/summary.php?id=D000055858
2020,D000055859,Questek Innovations,1023,1023,0,0,0,1023,0,0,0,0,0,0,1023,0,www.opensecrets.org/orgs/summary.php?id=D000055859
2022,D000089632,Questor Management,148200,148200,0,0,0,143200,5000,0,0,0,0,135500,7700,0,www.opensecrets.org/orgs/summary.php?id=D000089632
2022,D000056047,Request Foods Inc,3000,3000,0,0,0,0,3000,0,0,0,0,0,3000,0,www.opensecrets.org/orgs/summary.php?id=D000056047
2022,D000043435,TalentQuest,2900,2900,0,0,0,0,2900,0,0,0,0,0,2900,0,www.opensecrets.org/orgs/summary.php?id=D000043435
2022,D000090511,ViaQuest,19347,19347,0,0,0,25,19322,0,0,0,0,10122,25,0,www.opensecrets.org/orgs/summary.php?id=D000090511
2020,D000092554,Vitaquest International,150,150,0,0,0,150,0,0,0,0,0,0,150,0,www.opensecrets.org/orgs/summary.php?id=D000092554
2022,D000031106,Windquest Group,165500,155500,0,10000,0,0,165500,0,0,0,0,93000,72500,0,www.opensecrets.org/orgs/summary.php?id=D000031106
2022,D000033992,Generation Investment Management,735729,630629,0,105100,0,630629,0,0,0,0,0,414900,203450,0,www.opensecrets.org/orgs/summary.php?id=D000033992
2022,D000000274,Cintas Corp,78437,64637,13500,300,0,10251,67886,200000,0,0,0,30949,39332,0,www.opensecrets.org/orgs/summary.php?id=D000000274
2022,D000000069,International Brotherhood of Electrical Workers,6934902,77255,2907850,3949797,0,2914030,77605,243650,0,0,361,779522,1827400,0,www.opensecrets.org/orgs/summary.php?id=D000000069
2022,D000032306,Capitol Counsel,931417,931167,0,250,0,509153,422014,0,0,0,0,102900,672360,0,www.opensecrets.org/orgs/summary.php?id=D000032306
2022,D000026221,Gilead Sciences,306695,128005,173500,5190,0,156869,142030,3992000,0,0,0,28829,244627,0,www.opensecrets.org/orgs/summary.php?id=D000026221
2022,D000065624,Committee for Hispanic Causes-BOLD PAC,720870,0,549678,171192,0,549678,0,0,4295311,0,0,146878,402800,0,www.opensecrets.org/orgs/summary.php?id=D000065624
2022,D000032556,Chotin Group,35750,35750,0,0,0,35750,0,0,0,0,0,0,35750,0,www.opensecrets.org/orgs/summary.php?id=D000032556
2022,D000057661,Total Quality Logistics,120194,120194,0,0,0,84,120110,0,0,0,0,68484,31710,0,www.opensecrets.org/orgs/summary.php?id=D000057661
2022,D000088837,International Leadership Foundation,2450,2300,0,150,0,2450,0,0,0,0,0,0,2300,0,www.opensecrets.org/orgs/summary.php?id=D000088837
2022,D000055369,Peterson Contractors,33467,33467,0,0,0,0,33467,0,0,0,0,0,33467,0,www.opensecrets.org/orgs/summary.php?id=D000055369
2022,D000000682,American Council of Engineering Cos,1610200,16500,1568700,25000,0,749450,835750,180000,0,0,0,240000,1213200,0,www.opensecrets.org/orgs/summary.php?id=D000000682
2022,D000029955,YUM! Brands,115205,76585,38000,620,0,57439,55947,705965,0,0,25,12368,88224,0,www.opensecrets.org/orgs/summary.php?id=D000029955
2022,D000034138,Gotham Construction,5600,5600,0,0,0,5600,0,0,0,0,0,0,5600,0,www.opensecrets.org/orgs/summary.php?id=D000034138
2022,D000000334,Honeywell International,3365652,465874,2879850,19928,0,1670176,1662969,3420000,0,0,85,274035,2197015,0,www.opensecrets.org/orgs/summary.php?id=D000000334
2022,D000000083,American Federation of Teachers,15802495,52773,2828500,12921222,0,2904795,550,700000,32500,0,0,847306,1948863,0,www.opensecrets.org/orgs/summary.php?id=D000000083
2022,D000000447,American Gas Assn,237814,2314,235500,0,0,79750,158000,490000,0,0,0,52250,185564,0,www.opensecrets.org/orgs/summary.php?id=D000000447
2022,D000034179,Greenbrier Companies,123600,54900,68700,0,0,77500,46100,120000,0,0,0,14200,99400,0,www.opensecrets.org/orgs/summary.php?id=D000034179
2022,D000035773,Medstar Health,231261,229176,0,2085,0,193767,33774,100000,0,0,1414,33626,171149,0,www.opensecrets.org/orgs/summary.php?id=D000035773
2022,D000031823,Barrett Outdoor Communications,37350,36350,0,1000,0,35350,0,0,0,0,0,3000,32350,0,www.opensecrets.org/orgs/summary.php?id=D000031823
2022,D000000724,"Brownstein, Hyatt et al",1963965,1230658,718000,15307,0,1080383,868025,0,0,0,950,436159,1355349,0,www.opensecrets.org/orgs/summary.php?id=D000000724
2022,D000023806,Alabama Peanut Producers Assn,116500,0,116500,0,0,38500,78000,0,0,0,0,0,110500,0,www.opensecrets.org/orgs/summary.php?id=D000023806
2022,D000000141,Prudential Financial,634727,111763,518500,4464,0,339441,290822,821885,0,0,0,34783,445826,0,www.opensecrets.org/orgs/summary.php?id=D000000141
2022,D000072270,Amentum Services,254276,5476,248500,300,0,122010,131966,240000,0,0,0,-433,230955,0,www.opensecrets.org/orgs/summary.php?id=D000072270
2022,D000068980,Chandi Group USA,77200,72200,0,5000,0,5800,66400,0,0,0,0,34800,27400,0,www.opensecrets.org/orgs/summary.php?id=D000068980
2022,D000068129,Vista Outdoor,63178,2743,59385,1050,0,21175,40440,460000,0,0,0,360,59768,0,www.opensecrets.org/orgs/summary.php?id=D000068129
2022,D000000089,FedEx Corp,2292852,853485,1424000,15367,0,828791,1443891,2904000,0,0,4076,720796,1072476,0,www.opensecrets.org/orgs/summary.php?id=D000000089
2022,D000033537,Evercore,481820,429270,0,52550,0,408835,20435,0,0,0,0,214200,204785,0,www.opensecrets.org/orgs/summary.php?id=D000033537
2022,D000033285,"Dreyer, Babich et al",64900,64900,0,0,0,61900,3000,0,0,0,0,100,64800,0,www.opensecrets.org/orgs/summary.php?id=D000033285
2022,D000035508,Lynden Inc,57888,57888,0,0,0,250,57638,0,0,0,0,355,57560,0,www.opensecrets.org/orgs/summary.php?id=D000035508
2022,D000031993,Bls Investments,2766100,1871100,0,895000,0,1871100,0,0,0,0,0,1637500,183600,0,www.opensecrets.org/orgs/summary.php?id=D000031993
2022,D000023883,Amazon.com,3572386,1696142,1499000,377244,0,2139448,1032057,10660000,0,0,3030,707960,2103299,0,www.opensecrets.org/orgs/summary.php?id=D000023883
2022,D000021746,"Buchanan, Ingersoll & Rooney",1093940,787190,35500,271250,0,815247,42443,0,0,0,0,310322,457900,0,www.opensecrets.org/orgs/summary.php?id=D000021746
2020,D000062954,Pragmatic Marketing,11215,11215,0,0,0,0,11215,0,0,0,0,0,11215,0,www.opensecrets.org/orgs/summary.php?id=D000062954
2022,D000000419,Home Depot,3596365,221805,3320500,54060,0,1358623,2229215,1840000,0,0,1393,369908,2139309,0,www.opensecrets.org/orgs/summary.php?id=D000000419
2022,D000025650,Free State PAC,125000,0,125000,0,0,0,125000,0,0,0,0,30000,95000,0,www.opensecrets.org/orgs/summary.php?id=D000025650
2022,D000000084,National Assn of Letter Carriers,3876675,0,2416675,1460000,0,1741175,675500,260000,0,0,0,272500,1714175,0,www.opensecrets.org/orgs/summary.php?id=D000000084
2022,D000055220,Parker Towing,40225,40225,0,0,0,1000,39225,0,0,0,0,0,40225,0,www.opensecrets.org/orgs/summary.php?id=D000055220
2022,D000037168,"Robertson, Monagle & Eastaugh",22450,22450,0,0,0,4500,17950,140000,0,0,0,0,19950,0,www.opensecrets.org/orgs/summary.php?id=D000037168
2022,D000032196,Burton Snowboards,21775,21775,0,0,0,21775,0,0,0,0,0,10000,11775,0,www.opensecrets.org/orgs/summary.php?id=D000032196
2022,D000037401,Scalise for Congress,764000,2000,762000,0,0,2000,760000,0,0,0,0,0,764000,0,www.opensecrets.org/orgs/summary.php?id=D000037401
2022,D000071048,Kratos Defense & Security Solutions,278657,105157,173500,0,0,118755,159902,190000,0,0,130,1505,235152,0,www.opensecrets.org/orgs/summary.php?id=D000071048
2020,D000088025,Rogerson Kratos,632,632,0,0,0,631,0,10000,0,0,0,0,631,0,www.opensecrets.org/orgs/summary.php?id=D000088025
2022,D000054560,Nephron Pharmaceuticals,50300,50300,0,0,0,11600,38700,90000,0,0,0,0,45600,0,www.opensecrets.org/orgs/summary.php?id=D000054560
2022,D000000359,Farm Credit Council,761339,450,760889,0,0,269940,491899,80000,0,0,0,450,711389,0,www.opensecrets.org/orgs/summary.php?id=D000000359
2022,D000031947,BGC Partners,289935,289835,0,100,0,243229,45555,0,0,0,0,5520,278315,0,www.opensecrets.org/orgs/summary.php?id=D000031947
2022,D000072145,Truist Financial,595945,149889,419000,27056,0,204665,364145,2375000,0,0,752,26591,477423,0,www.opensecrets.org/orgs/summary.php?id=D000072145
2022,D000023904,American Academy of Neurology,375700,11700,364000,0,0,226000,149700,570000,0,0,0,40000,327200,0,www.opensecrets.org/orgs/summary.php?id=D000023904
2022,D000037825,State of Washington,244831,239841,0,4990,0,205190,33443,130000,0,0,1429,92678,141937,0,www.opensecrets.org/orgs/summary.php?id=D000037825
2022,D000064667,Creative Solutions in Healthcare,115048,115048,0,0,0,0,115048,100000,0,0,0,5803,72895,0,www.opensecrets.org/orgs/summary.php?id=D000064667
2022,D000072615,Raytheon Technologies,2370989,542194,1798000,30795,0,1172640,1151387,5900000,0,0,2521,284264,1644263,0,www.opensecrets.org/orgs/summary.php?id=D000072615
2020,D000034891,John D Stephens Inc,64700,64700,0,0,0,1000,63700,0,0,0,0,0,64700,0,www.opensecrets.org/orgs/summary.php?id=D000034891
2022,D000000370,Stephens Inc,8883533,2493533,40000,6350000,0,7300,2526233,80000,0,0,0,1864303,663230,0,www.opensecrets.org/orgs/summary.php?id=D000000370
2022,D000000126,AFLAC Inc,2107506,540720,1561000,5786,0,1134533,967187,3520000,0,0,255,552914,1201782,0,www.opensecrets.org/orgs/summary.php?id=D000000126
2022,D000000474,Hallmark Cards,130049,76674,53000,375,0,57741,71873,160000,0,0,222,3687,124637,0,www.opensecrets.org/orgs/summary.php?id=D000000474
2022,D000080277,Briar Hill Management,26000,26000,0,0,0,0,26000,0,0,0,0,0,21000,0,www.opensecrets.org/orgs/summary.php?id=D000080277
2022,D000000198,Massachusetts Mutual Life Insurance,954115,154624,794000,5491,0,533570,414069,1230000,0,0,23,159419,643535,0,www.opensecrets.org/orgs/summary.php?id=D000000198
2018,D000027231,LifePoint Health,217384,23259,193600,25,500,90535,126239,0,0,0,0,21774,134500,500,www.opensecrets.org/orgs/summary.php?id=D000027231
2022,D000043130,Serco Group,104392,10052,94000,340,0,59999,44053,120000,0,0,0,2948,100419,0,www.opensecrets.org/orgs/summary.php?id=D000043130
2022,D000096832,Empower Pharmacy,55210,35210,20000,0,0,28300,26910,80000,0,0,0,110,55100,0,www.opensecrets.org/orgs/summary.php?id=D000096832
2022,D000034677,Innovative Federal Strategies,276150,276150,0,0,0,68100,208050,20000,0,0,0,31150,185500,0,www.opensecrets.org/orgs/summary.php?id=D000034677
2022,D000000735,Association of American Railroads,160185,17935,140000,2250,0,87935,68000,2461571,0,0,0,13450,111485,0,www.opensecrets.org/orgs/summary.php?id=D000000735
2022,D000044649,Amscot Financial,614820,364820,0,250000,0,125740,239080,160000,0,0,0,107840,242880,0,www.opensecrets.org/orgs/summary.php?id=D000044649
2022,D000021923,Collazo Enterprises,4486568,386568,0,4100000,0,3357,383211,40000,0,0,0,185200,175304,0,www.opensecrets.org/orgs/summary.php?id=D000021923
2016,D000035124,Kirke-Van Orsdel Inc,3200,500,0,0,2700,0,3200,0,0,0,0,0,500,0,www.opensecrets.org/orgs/summary.php?id=D000035124
2022,D000000285,National Air Traffic Controllers Assn,3058050,0,2138050,920000,0,1476550,659000,470000,0,0,0,124500,1513050,0,www.opensecrets.org/orgs/summary.php?id=D000000285
2022,D000000152,American Council of Life Insurers,1064700,42200,1022500,0,0,575700,489000,1546088,0,0,0,90500,901300,0,www.opensecrets.org/orgs/summary.php?id=D000000152
2022,D000000574,AmeriPAC: The Fund for a Greater America,1109500,19500,1090000,0,0,1109500,0,0,0,0,0,40000,1069500,0,www.opensecrets.org/orgs/summary.php?id=D000000574
2022,D000032793,Community Health Systems,267375,58875,196000,12500,0,123083,131792,260000,0,0,135,36154,197999,0,www.opensecrets.org/orgs/summary.php?id=D000032793
2022,D000076704,Sawaya Law Firm,30400,30400,0,0,0,30400,0,0,0,0,0,10000,15400,0,www.opensecrets.org/orgs/summary.php?id=D000076704
2022,D000092733,Standard Motor Products,21600,21600,0,0,0,21600,0,0,0,0,0,0,13600,0,www.opensecrets.org/orgs/summary.php?id=D000092733
2022,D000021891,Capital One Financial,1326271,116956,1205000,4315,0,616645,703677,1220000,0,0,0,32212,801915,0,www.opensecrets.org/orgs/summary.php?id=D000021891
2022,D000000371,Jacobs Engineering Group,475762,147357,317000,11405,0,256525,206788,370000,0,0,85,67019,329248,0,www.opensecrets.org/orgs/summary.php?id=D000000371
2022,D000029613,USA Farm Worker PAC,33500,0,33500,0,0,26500,7000,0,0,0,0,0,33500,0,www.opensecrets.org/orgs/summary.php?id=D000029613
2022,D000044617,Mustang Tractor & Machinery,11278,11278,0,0,0,0,11278,0,0,0,0,2829,3305,0,www.opensecrets.org/orgs/summary.php?id=D000044617
2022,D000034986,Kaiser Permanente,1255083,1182729,0,72354,0,1038157,131019,2974977,0,0,5076,339969,804941,0,www.opensecrets.org/orgs/summary.php?id=D000034986
2020,D000038922,Kaiser Permanente Colorado,305,305,0,0,0,305,0,0,0,0,0,0,305,0,www.opensecrets.org/orgs/summary.php?id=D000038922
2020,D000040377,Kaiser Permanente Hawaii,1721,1721,0,0,0,1711,0,0,0,0,0,385,1336,0,www.opensecrets.org/orgs/summary.php?id=D000040377
2022,D000039852,Kaiser Permanente Hospital,1644,1644,0,0,0,250,1394,0,0,0,0,910,100,0,www.opensecrets.org/orgs/summary.php?id=D000039852
2022,D000061964,Kaiser Permanente Medical Center,15,15,0,0,0,15,0,0,0,0,0,0,15,0,www.opensecrets.org/orgs/summary.php?id=D000061964
2022,D000031373,Alagem Capital Group,21382,21382,0,0,0,15482,5900,0,0,0,0,2000,19382,0,www.opensecrets.org/orgs/summary.php?id=D000031373
2022,D000085753,Anchorage Capital Group,500,500,0,0,0,500,0,0,0,0,50,0,500,0,www.opensecrets.org/orgs/summary.php?id=D000085753
2022,D000058967,Arch Capital Group,13752,5262,8500,-10,0,8777,4985,210000,0,0,165,115,13647,0,www.opensecrets.org/orgs/summary.php?id=D000058967
2022,D000099616,Archimedes Capital Group,31100,31100,0,0,0,31100,0,0,0,0,0,0,31100,0,www.opensecrets.org/orgs/summary.php?id=D000099616
2018,D000064526,Arctas Capital Group,1000,1000,0,0,0,0,1000,0,0,0,0,1000,0,0,www.opensecrets.org/orgs/summary.php?id=D000064526
2020,D000092256,Argonne Capital Group,20000,20000,0,0,0,0,20000,0,0,0,0,20000,0,0,www.opensecrets.org/orgs/summary.php?id=D000092256
2012,D000098823,Artemis Capital Group,250,250,0,0,0,250,0,0,0,0,0,0,250,0,www.opensecrets.org/orgs/summary.php?id=D000098823
2022,D000069474,Artery Capital Group,13700,13700,0,0,0,13200,500,0,0,0,0,0,13700,0,www.opensecrets.org/orgs/summary.php?id=D000069474
2020,D000031705,Aurora Capital Group,5600,5600,0,0,0,0,5600,0,0,0,0,0,5600,0,www.opensecrets.org/orgs/summary.php?id=D000031705
2020,D000065589,Avalon Capital Group,3000,3000,0,0,0,3000,0,0,0,0,0,3000,0,0,www.opensecrets.org/orgs/summary.php?id=D000065589
2022,D000021854,Avenue Capital Group,219350,119350,0,100000,0,119350,0,0,0,0,0,0,119350,0,www.opensecrets.org/orgs/summary.php?id=D000021854
2022,D000031732,Aviation Capital Group,1000,1000,0,0,0,1000,0,0,0,0,0,0,1000,0,www.opensecrets.org/orgs/summary.php?id=D000031732
2022,D000090195,Brookwell Capital Group,27527,27527,0,0,0,0,27527,0,0,0,0,0,27527,0,www.opensecrets.org/orgs/summary.php?id=D000090195
2022,D000081984,Burlington Capital Group,33775,33775,0,0,0,8500,25275,0,0,0,0,5000,28775,0,www.opensecrets.org/orgs/summary.php?id=D000081984
2022,D000032285,Capital Group,1395067,814867,0,580200,0,533993,277974,120000,0,0,0,13360,749808,0,www.opensecrets.org/orgs/summary.php?id=D000032285
2022,D000021890,Capital Group Companies,2059811,686405,822500,550906,0,944603,564302,820000,0,0,0,425103,791802,0,www.opensecrets.org/orgs/summary.php?id=D000021890
2022,D000082989,Capital Group LLC,3450,3450,0,0,0,3200,250,0,0,0,0,750,2700,0,www.opensecrets.org/orgs/summary.php?id=D000082989
2020,D000032350,Carlton Capital Group,7100,7100,0,0,0,7100,0,0,0,0,0,0,7100,0,www.opensecrets.org/orgs/summary.php?id=D000032350
2022,D000098349,Ccm Capital Group Services,16600,16600,0,0,0,0,16600,0,0,0,0,0,16600,0,www.opensecrets.org/orgs/summary.php?id=D000098349
2022,D000070001,Civitas Capital Group,15730,15730,0,0,0,10050,5680,80000,0,0,0,0,15730,0,www.opensecrets.org/orgs/summary.php?id=D000070001
2022,D000072167,Clearlake Capital Group,75807,74600,0,1207,0,20469,54000,10000,0,0,0,1046,63354,0,www.opensecrets.org/orgs/summary.php?id=D000072167
2022,D000092219,Covenant Capital Group,36800,36800,0,0,0,0,36800,0,0,0,0,30000,6800,0,www.opensecrets.org/orgs/summary.php?id=D000092219
2022,D000087417,Crescent Capital Group,83700,83700,0,0,0,21400,62300,0,0,0,0,0,67900,0,www.opensecrets.org/orgs/summary.php?id=D000087417
2022,D000089008,CRT Capital Group,2000,2000,0,0,0,2000,0,0,0,0,0,0,2000,0,www.opensecrets.org/orgs/summary.php?id=D000089008
2022,D000064711,Encore Capital Group,46500,0,46500,0,0,9000,37500,60000,0,0,0,0,29500,0,www.opensecrets.org/orgs/summary.php?id=D000064711
2022,D000097660,F&F Capital Group,66000,66000,0,0,0,0,66000,0,0,0,0,28400,25400,0,www.opensecrets.org/orgs/summary.php?id=D000097660
2018,D000051166,GAIN Capital Group,23145,23145,0,0,0,2745,20400,0,0,0,0,9600,13545,0,www.opensecrets.org/orgs/summary.php?id=D000051166
2022,D000051178,Gaming Capital Group,38820,38820,0,0,0,0,38820,0,0,0,0,0,38820,0,www.opensecrets.org/orgs/summary.php?id=D000051178
2020,D000043169,Giovine Capital Group,1950,1950,0,0,0,0,1950,0,0,0,0,1050,900,0,www.opensecrets.org/orgs/summary.php?id=D000043169
2022,D000034434,Heritage Capital Group,2500,2500,0,0,0,500,2000,0,0,0,0,0,2500,0,www.opensecrets.org/orgs/summary.php?id=D000034434
2020,D000076880,HFZ Capital Group,57933,47933,0,0,10000,21633,26300,0,0,0,0,19610,28323,10000,www.opensecrets.org/orgs/summary.php?id=D000076880
2022,D000099804,Hudson Capital Group (Florida),18900,18900,0,0,0,18900,0,0,0,0,0,0,18900,0,www.opensecrets.org/orgs/summary.php?id=D000099804
2022,D000085207,Intermediate Capital Group,262475,147475,0,115000,0,147475,0,0,0,0,0,30800,103175,0,www.opensecrets.org/orgs/summary.php?id=D000085207
2014,D000044927,Internet Capital Group,10400,10400,0,0,0,0,10400,0,0,1,0,0,10400,0,www.opensecrets.org/orgs/summary.php?id=D000044927
2016,D000095675,Iroquois Capital Group,1300,1300,0,0,0,1300,0,0,0,0,0,50,1250,0,www.opensecrets.org/orgs/summary.php?id=D000095675
2022,D000034757,Island Capital Group,19300,19300,0,0,0,19300,0,0,0,0,0,0,19300,0,www.opensecrets.org/orgs/summary.php?id=D000034757
2022,D000093921,Kinsale Capital Group,52150,52150,0,0,0,0,52150,0,0,0,0,18950,33200,0,www.opensecrets.org/orgs/summary.php?id=D000093921
2022,D000035261,Lasalle Capital Group,108800,108800,0,0,0,108800,0,0,0,0,0,73000,35800,0,www.opensecrets.org/orgs/summary.php?id=D000035261
